"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"region"	"gender"
"STAT33"	1.07474567053641e-34	0.244028144211247	0.183	0.06	3.61017818189886e-30	"Ast"	"STAT3"	"brain region: Superior frontal gyrus"	"male"
"NBEAL16"	1.07786380716303e-34	0.241711877380239	0.199	0.069	3.62065231464135e-30	"Ast"	"NBEAL1"	"brain region: Superior frontal gyrus"	"male"
"DMD6"	1.11656643116694e-34	0.118426234294075	0.28	0.121	3.75065829893286e-30	"Ast"	"DMD"	"brain region: Superior frontal gyrus"	"male"
"ARID5B6"	1.41011771587208e-34	0.347671112926606	0.128	0.028	4.73672641938591e-30	"Ast"	"ARID5B"	"brain region: Superior frontal gyrus"	"male"
"EEF1A16"	1.6715737852044e-34	0.425292618440607	0.16	0.047	5.61498350188009e-30	"Ast"	"EEF1A1"	"brain region: Superior frontal gyrus"	"male"
"ZCCHC116"	1.85330687636192e-34	0.176071549881534	0.228	0.088	6.22544312838731e-30	"Ast"	"ZCCHC11"	"brain region: Superior frontal gyrus"	"male"
"MAP4K35"	1.88190188708315e-34	0.280442599060831	0.186	0.062	6.32149662890099e-30	"Ast"	"MAP4K3"	"brain region: Superior frontal gyrus"	"male"
"SUMF16"	1.99062432254372e-34	0.340621246332288	0.217	0.083	6.68670616185661e-30	"Ast"	"SUMF1"	"brain region: Superior frontal gyrus"	"male"
"MAST44"	2.21288318202709e-34	0.156248323834539	0.393	0.199	7.43329589674721e-30	"Ast"	"MAST4"	"brain region: Superior frontal gyrus"	"male"
"NAALADL26"	2.23633273990562e-34	0.17079880594441	0.342	0.163	7.51206530661697e-30	"Ast"	"NAALADL2"	"brain region: Superior frontal gyrus"	"male"
"ELAVL16"	3.05117966417806e-34	0.157531652597376	0.243	0.099	1.02492176099405e-29	"Ast"	"ELAVL1"	"brain region: Superior frontal gyrus"	"male"
"SGCD4"	3.48563526774926e-34	0.284978811663736	0.389	0.2	1.17085974278965e-29	"Ast"	"SGCD"	"brain region: Superior frontal gyrus"	"male"
"CCNI5"	3.83327301669578e-34	0.277503295933134	0.155	0.043	1.28763473903828e-29	"Ast"	"CCNI"	"brain region: Superior frontal gyrus"	"male"
"HILPDA1"	5.14368453969998e-34	0.480200433033941	0.111	0.019	1.72781507373062e-29	"Ast"	"HILPDA"	"brain region: Superior frontal gyrus"	"male"
"IFITM32"	5.24998745215126e-34	0.318676911894554	0.161	0.048	1.76352328505213e-29	"Ast"	"IFITM3"	"brain region: Superior frontal gyrus"	"male"
"CHCHD36"	5.74910165633687e-34	0.379016508006494	0.187	0.064	1.93118073738012e-29	"Ast"	"CHCHD3"	"brain region: Superior frontal gyrus"	"male"
"UNC5C5"	6.50029041091642e-34	0.211457075640676	0.235	0.094	2.18351255193093e-29	"Ast"	"UNC5C"	"brain region: Superior frontal gyrus"	"male"
"FNDC3B4"	7.22468844273119e-34	0.256763650242693	0.194	0.068	2.42684509479784e-29	"Ast"	"FNDC3B"	"brain region: Superior frontal gyrus"	"male"
"CPNE43"	7.46250711267464e-34	0.335679862951797	0.118	0.023	2.50673076421854e-29	"Ast"	"CPNE4"	"brain region: Superior frontal gyrus"	"male"
"RIN24"	9.72227705030149e-34	0.0926286339843587	0.283	0.125	3.26581008396677e-29	"Ast"	"RIN2"	"brain region: Superior frontal gyrus"	"male"
"ARAP26"	9.92270378108989e-34	0.199407656436775	0.296	0.135	3.33313542710591e-29	"Ast"	"ARAP2"	"brain region: Superior frontal gyrus"	"male"
"FEZ23"	1.1165082615331e-33	0.432481109501899	0.127	0.029	3.75046290131582e-29	"Ast"	"FEZ2"	"brain region: Superior frontal gyrus"	"male"
"AKAP96"	1.16652512735132e-33	0.150395937257276	0.273	0.118	3.9184745552858e-29	"Ast"	"AKAP9"	"brain region: Superior frontal gyrus"	"male"
"FOXO36"	1.30766531774485e-33	0.141472140399632	0.248	0.103	4.39257856883671e-29	"Ast"	"FOXO3"	"brain region: Superior frontal gyrus"	"male"
"STIM23"	1.32334177346435e-33	0.369391754683437	0.152	0.043	4.44523735124411e-29	"Ast"	"STIM2"	"brain region: Superior frontal gyrus"	"male"
"UNC5D2"	1.36691186270458e-33	0.55294484770054	0.144	0.039	4.59159363801094e-29	"Ast"	"UNC5D"	"brain region: Superior frontal gyrus"	"male"
"DYNLL14"	1.56213959443648e-33	0.349166126310583	0.19	0.067	5.24738311167157e-29	"Ast"	"DYNLL1"	"brain region: Superior frontal gyrus"	"male"
"ACSL34"	1.87551544354938e-33	0.277126084189982	0.231	0.093	6.30004392642671e-29	"Ast"	"ACSL3"	"brain region: Superior frontal gyrus"	"male"
"ATP5E2"	2.08686805833753e-33	0.538683479006275	0.132	0.032	7.0099984947616e-29	"Ast"	"ATP5E"	"brain region: Superior frontal gyrus"	"male"
"ADD34"	2.86724372133484e-33	0.113350792068042	0.349	0.168	9.63135838433586e-29	"Ast"	"ADD3"	"brain region: Superior frontal gyrus"	"male"
"SBF26"	3.02247445335917e-33	0.08368899682483	0.313	0.144	1.01527939362788e-28	"Ast"	"SBF2"	"brain region: Superior frontal gyrus"	"male"
"KLF124"	3.03518231032732e-33	0.147655223498852	0.258	0.109	1.01954808986205e-28	"Ast"	"KLF12"	"brain region: Superior frontal gyrus"	"male"
"PPA25"	3.13164075177161e-33	0.285894171617724	0.13	0.031	1.0519494449276e-28	"Ast"	"PPA2"	"brain region: Superior frontal gyrus"	"male"
"GAB15"	3.14484211704535e-33	0.227850358252874	0.174	0.056	1.0563839155367e-28	"Ast"	"GAB1"	"brain region: Superior frontal gyrus"	"male"
"ARHGEF261"	3.20352266136139e-33	0.188823567325557	0.222	0.086	1.0760952971779e-28	"Ast"	"ARHGEF26"	"brain region: Superior frontal gyrus"	"male"
"NTM6"	3.37524145170051e-33	-0.447400277276023	0.844	0.786	1.13377735604072e-28	"Ast"	"NTM"	"brain region: Superior frontal gyrus"	"male"
"ARHGAP323"	3.69869692302562e-33	0.195997738448633	0.265	0.116	1.24242928341354e-28	"Ast"	"ARHGAP32"	"brain region: Superior frontal gyrus"	"male"
"SSH26"	4.11002979883171e-33	0.233341622428363	0.212	0.081	1.38060010972556e-28	"Ast"	"SSH2"	"brain region: Superior frontal gyrus"	"male"
"PALLD3"	4.5103170898899e-33	0.114998546250576	0.268	0.116	1.51506061366492e-28	"Ast"	"PALLD"	"brain region: Superior frontal gyrus"	"male"
"IQCK3"	5.18781470233061e-33	0.111041504383841	0.27	0.117	1.74263883665988e-28	"Ast"	"IQCK"	"brain region: Superior frontal gyrus"	"male"
"SCAPER6"	6.22489619344376e-33	0.158788765326895	0.272	0.12	2.09100488033969e-28	"Ast"	"SCAPER"	"brain region: Superior frontal gyrus"	"male"
"FUT94"	6.46421237212846e-33	0.17274798966875	0.426	0.225	2.17139357792167e-28	"Ast"	"FUT9"	"brain region: Superior frontal gyrus"	"male"
"TRPS16"	6.92880605920356e-33	0.179086486997964	0.518	0.293	2.32745524334707e-28	"Ast"	"TRPS1"	"brain region: Superior frontal gyrus"	"male"
"PON24"	7.77646070197088e-33	0.180834804287423	0.328	0.157	2.61219091439904e-28	"Ast"	"PON2"	"brain region: Superior frontal gyrus"	"male"
"PPFIA24"	1.22394686557339e-32	0.216728831440306	0.217	0.085	4.11135991614757e-28	"Ast"	"PPFIA2"	"brain region: Superior frontal gyrus"	"male"
"NCOR16"	1.27704346718032e-32	0.138087407689257	0.274	0.121	4.28971671060541e-28	"Ast"	"NCOR1"	"brain region: Superior frontal gyrus"	"male"
"UBA6-AS13"	1.34575230041109e-32	0.214887193983401	0.185	0.064	4.5205165523109e-28	"Ast"	"UBA6-AS1"	"brain region: Superior frontal gyrus"	"male"
"STAG16"	1.43835141119383e-32	0.202113085583532	0.202	0.076	4.8315662253412e-28	"Ast"	"STAG1"	"brain region: Superior frontal gyrus"	"male"
"WDFY36"	1.4626056745255e-32	0.117721471455075	0.256	0.109	4.91303872129861e-28	"Ast"	"WDFY3"	"brain region: Superior frontal gyrus"	"male"
"FUT85"	1.4636716605135e-32	0.134273785984581	0.241	0.1	4.91661947483089e-28	"Ast"	"FUT8"	"brain region: Superior frontal gyrus"	"male"
"BMPR1B1"	1.4917675088684e-32	0.0372399701281303	0.384	0.192	5.01099623903985e-28	"Ast"	"BMPR1B"	"brain region: Superior frontal gyrus"	"male"
"IGSF10"	1.76857234802067e-32	0.505241034248586	0.104	0.017	5.94081137423623e-28	"Ast"	"IGSF10"	"brain region: Superior frontal gyrus"	"male"
"RAD51B5"	2.08216298484518e-32	0.209656429928416	0.214	0.083	6.99419368239343e-28	"Ast"	"RAD51B"	"brain region: Superior frontal gyrus"	"male"
"NEK15"	2.13116750645808e-32	0.132899048694528	0.216	0.084	7.15880477094334e-28	"Ast"	"NEK1"	"brain region: Superior frontal gyrus"	"male"
"APC4"	2.2266990087257e-32	0.11881601567274	0.36	0.178	7.47970464021049e-28	"Ast"	"APC"	"brain region: Superior frontal gyrus"	"male"
"EIF16"	2.58371527504827e-32	0.290765512717892	0.198	0.073	8.67895798041464e-28	"Ast"	"EIF1"	"brain region: Superior frontal gyrus"	"male"
"HIBCH5"	3.08285827947298e-32	0.14307139266512	0.206	0.078	1.03556292465777e-27	"Ast"	"HIBCH"	"brain region: Superior frontal gyrus"	"male"
"CDHR32"	3.24206243612061e-32	0.0834878985599621	0.246	0.102	1.08904119291727e-27	"Ast"	"CDHR3"	"brain region: Superior frontal gyrus"	"male"
"ZMYM45"	3.63258765565893e-32	0.252767012921653	0.176	0.06	1.22022251941239e-27	"Ast"	"ZMYM4"	"brain region: Superior frontal gyrus"	"male"
"DBI1"	3.97388117375298e-32	0.531024325776528	0.11	0.021	1.33486642507536e-27	"Ast"	"DBI"	"brain region: Superior frontal gyrus"	"male"
"GPATCH86"	4.34721977044897e-32	0.118528409189949	0.241	0.101	1.46027459309151e-27	"Ast"	"GPATCH8"	"brain region: Superior frontal gyrus"	"male"
"PDE4B6"	4.88154822496796e-32	0.0545635391689347	0.469	0.251	1.63976086424899e-27	"Ast"	"PDE4B"	"brain region: Superior frontal gyrus"	"male"
"NR3C24"	5.81674279823135e-32	0.205266214179052	0.228	0.093	1.95390207335389e-27	"Ast"	"NR3C2"	"brain region: Superior frontal gyrus"	"male"
"AFF15"	5.93452275597373e-32	0.100262108447852	0.252	0.108	1.99346553895913e-27	"Ast"	"AFF1"	"brain region: Superior frontal gyrus"	"male"
"C4orf192"	6.93529125661825e-32	0.19128239718997	0.172	0.057	2.32963368601064e-27	"Ast"	"C4orf19"	"brain region: Superior frontal gyrus"	"male"
"ANKRD176"	8.64592727547724e-32	0.136181824544486	0.252	0.109	2.90425343110556e-27	"Ast"	"ANKRD17"	"brain region: Superior frontal gyrus"	"male"
"RGL14"	9.82875771993632e-32	0.0764469151217966	0.243	0.101	3.30157800570381e-27	"Ast"	"RGL1"	"brain region: Superior frontal gyrus"	"male"
"TANC13"	1.11831243101538e-31	0.335367907774406	0.12	0.026	3.75652328702375e-27	"Ast"	"TANC1"	"brain region: Superior frontal gyrus"	"male"
"ANKRD364"	1.12607678616583e-31	0.302216783179622	0.138	0.037	3.78260453240966e-27	"Ast"	"ANKRD36"	"brain region: Superior frontal gyrus"	"male"
"BHLHE401"	1.58168137177885e-31	0.356714482057291	0.138	0.037	5.31302589594235e-27	"Ast"	"BHLHE40"	"brain region: Superior frontal gyrus"	"male"
"STX85"	1.75863840305903e-31	0.186158571914933	0.179	0.062	5.90744225971558e-27	"Ast"	"STX8"	"brain region: Superior frontal gyrus"	"male"
"LCOR6"	2.40213543244132e-31	0.294247412036459	0.157	0.05	8.06901313111364e-27	"Ast"	"LCOR"	"brain region: Superior frontal gyrus"	"male"
"LRRC74"	2.49263642859095e-31	0.3720511189848	0.182	0.066	8.37301502727986e-27	"Ast"	"LRRC7"	"brain region: Superior frontal gyrus"	"male"
"REPS14"	2.88067409288351e-31	0.144685109758342	0.28	0.128	9.676472345405e-27	"Ast"	"REPS1"	"brain region: Superior frontal gyrus"	"male"
"CA81"	3.13934530809307e-31	0.435562675577183	0.124	0.03	1.05453748244154e-26	"Ast"	"CA8"	"brain region: Superior frontal gyrus"	"male"
"RFX42"	3.26789466209281e-31	0.0263598404313234	0.469	0.254	1.0977184959436e-26	"Ast"	"RFX4"	"brain region: Superior frontal gyrus"	"male"
"TXNRD16"	3.95681924994015e-31	0.344414064202139	0.158	0.05	1.32913515424739e-26	"Ast"	"TXNRD1"	"brain region: Superior frontal gyrus"	"male"
"NFAT56"	4.05606563604303e-31	0.0692387835190491	0.402	0.209	1.36247300780321e-26	"Ast"	"NFAT5"	"brain region: Superior frontal gyrus"	"male"
"CTNNA36"	4.19388793641146e-31	0.327112357141015	0.181	0.065	1.40876889671997e-26	"Ast"	"CTNNA3"	"brain region: Superior frontal gyrus"	"male"
"UBR55"	4.28792493414512e-31	0.133465931978973	0.238	0.1	1.44035686462869e-26	"Ast"	"UBR5"	"brain region: Superior frontal gyrus"	"male"
"DLEU26"	5.02520879841371e-31	0.201714102465518	0.201	0.077	1.68801788747515e-26	"Ast"	"DLEU2"	"brain region: Superior frontal gyrus"	"male"
"MARK36"	5.59065919760476e-31	0.0849638686130871	0.29	0.134	1.87795833106741e-26	"Ast"	"MARK3"	"brain region: Superior frontal gyrus"	"male"
"TRAF3IP2-AS14"	5.7679835715312e-31	0.13372246647373	0.227	0.094	1.93752336151305e-26	"Ast"	"TRAF3IP2-AS1"	"brain region: Superior frontal gyrus"	"male"
"SPATA66"	6.83495574960665e-31	0.155585705349726	0.231	0.096	2.29592998585037e-26	"Ast"	"SPATA6"	"brain region: Superior frontal gyrus"	"male"
"NOTCH21"	7.25774040895518e-31	0.303375990561563	0.169	0.058	2.43794758077214e-26	"Ast"	"NOTCH2"	"brain region: Superior frontal gyrus"	"male"
"ZMYM26"	7.32584870667818e-31	0.205927532183669	0.209	0.082	2.46082583906027e-26	"Ast"	"ZMYM2"	"brain region: Superior frontal gyrus"	"male"
"RHOB2"	7.76454614284677e-31	0.0930832797543273	0.277	0.126	2.60818869484366e-26	"Ast"	"RHOB"	"brain region: Superior frontal gyrus"	"male"
"ABCC91"	8.39064566652334e-31	0.336767814291197	0.123	0.03	2.81850178584186e-26	"Ast"	"ABCC9"	"brain region: Superior frontal gyrus"	"male"
"GPR75-ASB34"	8.48588374217807e-31	0.0989881833875208	0.318	0.153	2.85049320783503e-26	"Ast"	"GPR75-ASB3"	"brain region: Superior frontal gyrus"	"male"
"SOS15"	8.55941678414373e-31	0.223015851078892	0.176	0.062	2.87519369196172e-26	"Ast"	"SOS1"	"brain region: Superior frontal gyrus"	"male"
"THSD7A4"	9.76283072294441e-31	0.190999631080072	0.193	0.072	3.27943246814426e-26	"Ast"	"THSD7A"	"brain region: Superior frontal gyrus"	"male"
"PTPN44"	9.76559128258314e-31	0.175389623130873	0.166	0.055	3.2803597677325e-26	"Ast"	"PTPN4"	"brain region: Superior frontal gyrus"	"male"
"CLASP16"	1.12210684719941e-30	0.0680622275621865	0.273	0.124	3.76926911042753e-26	"Ast"	"CLASP1"	"brain region: Superior frontal gyrus"	"male"
"TRIO5"	1.15906627558435e-30	0.0150727755568605	0.334	0.163	3.8934195263154e-26	"Ast"	"TRIO"	"brain region: Superior frontal gyrus"	"male"
"PCMTD13"	1.35145787784773e-30	0.423446229529099	0.122	0.03	4.53968215747832e-26	"Ast"	"PCMTD1"	"brain region: Superior frontal gyrus"	"male"
"PHF112"	1.45219585307681e-30	0.26036131064769	0.143	0.042	4.87807109007032e-26	"Ast"	"PHF11"	"brain region: Superior frontal gyrus"	"male"
"RIC32"	1.56890304601632e-30	0.309280614030385	0.141	0.041	5.27010222187343e-26	"Ast"	"RIC3"	"brain region: Superior frontal gyrus"	"male"
"PLCE13"	1.78759705804456e-30	0.308986782677914	0.117	0.027	6.00471727767748e-26	"Ast"	"PLCE1"	"brain region: Superior frontal gyrus"	"male"
"LTBP12"	1.81573988454358e-30	0.163790452751541	0.152	0.047	6.09925184617035e-26	"Ast"	"LTBP1"	"brain region: Superior frontal gyrus"	"male"
"BSG5"	2.04632455682515e-30	-1.08100032669647	0.25	0.339	6.87380881883136e-26	"Ast"	"BSG"	"brain region: Superior frontal gyrus"	"male"
"CHL13"	2.20023687356176e-30	0.092380174685369	0.272	0.125	7.39081568198132e-26	"Ast"	"CHL1"	"brain region: Superior frontal gyrus"	"male"
"PCSK53"	2.36142960201765e-30	0.136801565609101	0.241	0.103	7.93227817613748e-26	"Ast"	"PCSK5"	"brain region: Superior frontal gyrus"	"male"
"VTI1A6"	2.46723899262239e-30	0.137757107804449	0.192	0.072	8.28770250011787e-26	"Ast"	"VTI1A"	"brain region: Superior frontal gyrus"	"male"
"NDUFA43"	2.53346329834719e-30	0.425802052054253	0.124	0.031	8.51015656547803e-26	"Ast"	"NDUFA4"	"brain region: Superior frontal gyrus"	"male"
"AKAP103"	2.53626293463908e-30	0.227321499433223	0.169	0.058	8.51956082374615e-26	"Ast"	"AKAP10"	"brain region: Superior frontal gyrus"	"male"
"BCKDHB4"	2.73287109250953e-30	0.100583266346984	0.276	0.126	9.17998728684878e-26	"Ast"	"BCKDHB"	"brain region: Superior frontal gyrus"	"male"
"NR2F1-AS13"	2.8294132641951e-30	0.19909492581546	0.207	0.082	9.50428209575776e-26	"Ast"	"NR2F1-AS1"	"brain region: Superior frontal gyrus"	"male"
"SLC35F14"	3.03228361437444e-30	0.045209346364095	0.365	0.184	1.01857438890452e-25	"Ast"	"SLC35F1"	"brain region: Superior frontal gyrus"	"male"
"GNAQ6"	3.05888416199081e-30	0.0967949992926709	0.447	0.241	1.02750977885433e-25	"Ast"	"GNAQ"	"brain region: Superior frontal gyrus"	"male"
"ERBB2IP6"	3.12721634010638e-30	0.0532256544122309	0.384	0.199	1.05046324080513e-25	"Ast"	"ERBB2IP"	"brain region: Superior frontal gyrus"	"male"
"MAP2K15"	3.14264085265464e-30	0.207146111258801	0.154	0.049	1.05564448881522e-25	"Ast"	"MAP2K1"	"brain region: Superior frontal gyrus"	"male"
"CAPS22"	3.24872776259418e-30	0.385957847459777	0.138	0.04	1.09128014273301e-25	"Ast"	"CAPS2"	"brain region: Superior frontal gyrus"	"male"
"ZCCHC76"	3.76296805915527e-30	0.13909007836863	0.214	0.086	1.26401860075085e-25	"Ast"	"ZCCHC7"	"brain region: Superior frontal gyrus"	"male"
"MTUS14"	3.8669918599447e-30	0.151538954011437	0.215	0.087	1.29896123567402e-25	"Ast"	"MTUS1"	"brain region: Superior frontal gyrus"	"male"
"TAPT1-AS14"	3.92883893891832e-30	0.200783137159685	0.204	0.08	1.31973628797205e-25	"Ast"	"TAPT1-AS1"	"brain region: Superior frontal gyrus"	"male"
"FTO6"	3.96190143830501e-30	0.08095451510498	0.269	0.122	1.33084231214103e-25	"Ast"	"FTO"	"brain region: Superior frontal gyrus"	"male"
"INADL6"	3.97387772301071e-30	0.0867881694018076	0.22	0.09	1.33486526593653e-25	"Ast"	"INADL"	"brain region: Superior frontal gyrus"	"male"
"COG55"	4.02657577058125e-30	0.0721904067212642	0.2	0.077	1.35256706709595e-25	"Ast"	"COG5"	"brain region: Superior frontal gyrus"	"male"
"ACACA6"	5.23944827540134e-30	0.227894766019932	0.215	0.088	1.75998307019006e-25	"Ast"	"ACACA"	"brain region: Superior frontal gyrus"	"male"
"GADD45B2"	5.58651655357578e-30	0.415957444167484	0.12	0.029	1.87656677551164e-25	"Ast"	"GADD45B"	"brain region: Superior frontal gyrus"	"male"
"PPP1R12A5"	6.64189387797785e-30	0.171641382699237	0.229	0.097	2.23107857255154e-25	"Ast"	"PPP1R12A"	"brain region: Superior frontal gyrus"	"male"
"KANSL1L6"	6.77207731809014e-30	0.200129235766928	0.199	0.078	2.27480849191966e-25	"Ast"	"KANSL1L"	"brain region: Superior frontal gyrus"	"male"
"FBXL175"	7.33982364172816e-30	0.1529751101338	0.304	0.147	2.4655201594929e-25	"Ast"	"FBXL17"	"brain region: Superior frontal gyrus"	"male"
"DPP65"	7.64275021131069e-30	0.122623526103493	0.251	0.112	2.56727622348137e-25	"Ast"	"DPP6"	"brain region: Superior frontal gyrus"	"male"
"FAM135A4"	9.80407494960644e-30	0.134629917922387	0.148	0.045	3.2932868163223e-25	"Ast"	"FAM135A"	"brain region: Superior frontal gyrus"	"male"
"TPST14"	1.09798588393831e-29	-0.0419005963543504	0.256	0.114	3.68824438273718e-25	"Ast"	"TPST1"	"brain region: Superior frontal gyrus"	"male"
"ZNF3021"	1.12371109332819e-29	0.302841120879023	0.111	0.024	3.77465793359874e-25	"Ast"	"ZNF302"	"brain region: Superior frontal gyrus"	"male"
"ZNF518A3"	1.3156542533492e-29	0.114196088683876	0.214	0.087	4.41941420242529e-25	"Ast"	"ZNF518A"	"brain region: Superior frontal gyrus"	"male"
"FAM172A6"	1.34075042048718e-29	0.0980841550971785	0.226	0.096	4.5037147374585e-25	"Ast"	"FAM172A"	"brain region: Superior frontal gyrus"	"male"
"BCL62"	1.47373286044628e-29	0.0983786441142456	0.275	0.128	4.95041605152512e-25	"Ast"	"BCL6"	"brain region: Superior frontal gyrus"	"male"
"DAB15"	1.4913233494529e-29	0.202545033774965	0.174	0.063	5.00950426314722e-25	"Ast"	"DAB1"	"brain region: Superior frontal gyrus"	"male"
"ANAPC166"	1.58134773446338e-29	0.255345868552119	0.141	0.042	5.31190517483595e-25	"Ast"	"ANAPC16"	"brain region: Superior frontal gyrus"	"male"
"PHF21A6"	1.62432301288524e-29	0.0912661206779601	0.229	0.098	5.4562634325828e-25	"Ast"	"PHF21A"	"brain region: Superior frontal gyrus"	"male"
"USP532"	1.89753373202195e-29	0.245993730978816	0.126	0.033	6.37400555923492e-25	"Ast"	"USP53"	"brain region: Superior frontal gyrus"	"male"
"MAMDC24"	2.02724159737719e-29	0.367185772983903	0.111	0.025	6.80970724974971e-25	"Ast"	"MAMDC2"	"brain region: Superior frontal gyrus"	"male"
"PTMA6"	2.25914996743261e-29	0.244157219750865	0.217	0.092	7.58871065560289e-25	"Ast"	"PTMA"	"brain region: Superior frontal gyrus"	"male"
"INTS104"	2.37356126154972e-29	0.174892633565895	0.187	0.071	7.97302963367168e-25	"Ast"	"INTS10"	"brain region: Superior frontal gyrus"	"male"
"ARHGAP291"	2.48966869040531e-29	0.398864501438898	0.104	0.021	8.36304609794048e-25	"Ast"	"ARHGAP29"	"brain region: Superior frontal gyrus"	"male"
"DYRK1A5"	2.51512910207048e-29	0.23275737651076	0.161	0.055	8.44857016676495e-25	"Ast"	"DYRK1A"	"brain region: Superior frontal gyrus"	"male"
"C14orf373"	2.64777807835269e-29	0.252184539548462	0.151	0.049	8.89415134299452e-25	"Ast"	"C14orf37"	"brain region: Superior frontal gyrus"	"male"
"S100B2"	2.97740481766711e-29	0.0731817410406039	0.173	0.062	1.00014005230256e-24	"Ast"	"S100B"	"brain region: Superior frontal gyrus"	"male"
"ARHGEF124"	3.19280759164239e-29	0.0650461428034794	0.307	0.149	1.0724959981086e-24	"Ast"	"ARHGEF12"	"brain region: Superior frontal gyrus"	"male"
"EPS155"	3.43360973657945e-29	0.14240558083593	0.227	0.097	1.1533838466144e-24	"Ast"	"EPS15"	"brain region: Superior frontal gyrus"	"male"
"USP346"	3.45681761785766e-29	0.081562292917976	0.282	0.133	1.16117960601457e-24	"Ast"	"USP34"	"brain region: Superior frontal gyrus"	"male"
"TUBB2B1"	3.56149237477011e-29	0.14208872131516	0.225	0.095	1.19634090360903e-24	"Ast"	"TUBB2B"	"brain region: Superior frontal gyrus"	"male"
"NPEPPS4"	3.96289957463351e-29	0.265199399266985	0.166	0.059	1.33117759611514e-24	"Ast"	"NPEPPS"	"brain region: Superior frontal gyrus"	"male"
"BDNF-AS6"	4.16801871029932e-29	0.204999210733146	0.196	0.078	1.40007916497664e-24	"Ast"	"BDNF-AS"	"brain region: Superior frontal gyrus"	"male"
"RIMKLB4"	4.21077598399703e-29	0.237479578123903	0.169	0.06	1.41444176078444e-24	"Ast"	"RIMKLB"	"brain region: Superior frontal gyrus"	"male"
"NRDC6"	4.42330951129611e-29	0.0853054028970086	0.16	0.054	1.48583389793948e-24	"Ast"	"NRDC"	"brain region: Superior frontal gyrus"	"male"
"PUM26"	4.51327570334695e-29	0.333361715523834	0.136	0.04	1.51605444151127e-24	"Ast"	"PUM2"	"brain region: Superior frontal gyrus"	"male"
"CPEB36"	4.87376805748464e-29	0.130967100541516	0.298	0.144	1.63714742818967e-24	"Ast"	"CPEB3"	"brain region: Superior frontal gyrus"	"male"
"MARCH32"	5.03494936547232e-29	0.361111153765028	0.164	0.058	1.69128984135581e-24	"Ast"	"MARCH3"	"brain region: Superior frontal gyrus"	"male"
"FAM13B6"	5.76974313075501e-29	0.262505394990813	0.145	0.045	1.93811441505191e-24	"Ast"	"FAM13B"	"brain region: Superior frontal gyrus"	"male"
"RAB313"	5.7921991675418e-29	0.229439015034741	0.196	0.077	1.94565762236897e-24	"Ast"	"RAB31"	"brain region: Superior frontal gyrus"	"male"
"GRM73"	5.80654640685599e-29	0.283737682970959	0.142	0.044	1.950477003527e-24	"Ast"	"GRM7"	"brain region: Superior frontal gyrus"	"male"
"NUTM2A-AS16"	6.36757784739046e-29	0.177086531191938	0.179	0.067	2.13893307471693e-24	"Ast"	"NUTM2A-AS1"	"brain region: Superior frontal gyrus"	"male"
"PIK3C2A3"	6.50385128056992e-29	0.213359952072558	0.188	0.072	2.18470868365624e-24	"Ast"	"PIK3C2A"	"brain region: Superior frontal gyrus"	"male"
"FMNL26"	6.93942636040294e-29	0.131448651456661	0.515	0.296	2.33102270872295e-24	"Ast"	"FMNL2"	"brain region: Superior frontal gyrus"	"male"
"EXT15"	6.99408025292105e-29	0.16325366195011	0.189	0.073	2.34938149775871e-24	"Ast"	"EXT1"	"brain region: Superior frontal gyrus"	"male"
"PACS15"	8.19562442734111e-29	0.0140572097133691	0.254	0.114	2.75299220138815e-24	"Ast"	"PACS1"	"brain region: Superior frontal gyrus"	"male"
"DLG16"	9.06884559692631e-29	0.15678052298573	0.212	0.088	3.04631592446352e-24	"Ast"	"DLG1"	"brain region: Superior frontal gyrus"	"male"
"FAM168A5"	9.46703058259436e-29	0.032286352564685	0.267	0.124	3.18007024299927e-24	"Ast"	"FAM168A"	"brain region: Superior frontal gyrus"	"male"
"RABGAP1L6"	9.5149956416374e-29	0.121114136049208	0.242	0.107	3.19618218598242e-24	"Ast"	"RABGAP1L"	"brain region: Superior frontal gyrus"	"male"
"PHACTR46"	9.67724923522022e-29	0.247802519637263	0.167	0.06	3.25068479060283e-24	"Ast"	"PHACTR4"	"brain region: Superior frontal gyrus"	"male"
"OXR15"	1.10038647717419e-28	0.109170318763272	0.235	0.103	3.69630821547581e-24	"Ast"	"OXR1"	"brain region: Superior frontal gyrus"	"male"
"MAGI34"	1.42589572102089e-28	0.130563338406128	0.187	0.072	4.78972631648126e-24	"Ast"	"MAGI3"	"brain region: Superior frontal gyrus"	"male"
"SLC1A35"	1.61996068305867e-28	-0.537619912095301	0.808	0.758	5.44160993046238e-24	"Ast"	"SLC1A3"	"brain region: Superior frontal gyrus"	"male"
"CAMTA16"	1.67978731990759e-28	0.024399797962066	0.396	0.21	5.64257358630158e-24	"Ast"	"CAMTA1"	"brain region: Superior frontal gyrus"	"male"
"STK331"	1.69320055695449e-28	0.0954605010419505	0.205	0.083	5.68762999086582e-24	"Ast"	"STK33"	"brain region: Superior frontal gyrus"	"male"
"RHOBTB33"	1.70612579988399e-28	0.0116701176989653	0.334	0.168	5.7310471743903e-24	"Ast"	"RHOBTB3"	"brain region: Superior frontal gyrus"	"male"
